incident_number,year,country,region,city,route,year_found,where_found,how_long_dead,where_death_registered,date_death_registered,circumstances,details_of_incident,primary_cause,secondary_cause,identification_status,details_of_identification,labels,sex,age,estimated_age,stated_nationality,place_of_birth,place_of_last_known_residence,guessed_nationality,descriptions_of_race,personal_items,features,other_information
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,237,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.80m, 90kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,238,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 85kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,239,female,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Bivona,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,240,male,NA,30,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,241,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,242,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sciacca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,243,female,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sciacca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,244,female,NA,NA,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sciacca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,245,female,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,246,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,247,male,NA,30,NA,NA,NA,NA,Sub-Saharan African,NA,"1.80m, 85kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Montevago,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,248,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.80m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,249,female,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",4 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,250,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cianciana,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,251,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,252,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.80m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,253,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,254,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,255,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,256,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,257,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,258,NA,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.60m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,259,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.80m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sciacca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,260,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Agrigento,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,261,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.60m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,262,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,263,male,NA,16,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sambuca di Sicilia,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,264,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,265,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,266,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Agrigento,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,267,male,NA,8,NA,NA,NA,NA,Sub-Saharan African,NA,"1.20m, 30kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sambuca di Sicilia,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,268,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sambuca di Sicilia,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,269,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,270,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sciacca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,271,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,272,female,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,273,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg, fetus born but still attached by umbilical cord",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,274,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,275,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,276,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sambuca di Sicilia,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,277,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Castellammare Del Golfo,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,n.278,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sambuca di Sicilia,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,279,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.60m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,280,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 55kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Stanto Stefano di Quisquina,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,281,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cammarata,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,282,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Bivona,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,283,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Bivona,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,284,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,285,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 68kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",San Giovanni Gemini,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,286,female,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.68m, 58kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,287,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Bivona,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,288,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cammarata,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,289,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 68kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cianciana,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,290,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cianciana,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,291,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Burgio,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,identified,NA,292,male,39,25,Eritrea,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",San Giovanni Gemini,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,293,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Ravanusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,294,female,NA,17,NA,NA,NA,NA,Sub-Saharan African,NA,"1.60m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,295,female,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Alessandria della Rocca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,296,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.80m, 80kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cianciana,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-7 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,297,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 80kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Cammarata,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,298,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Sciacca,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,299,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.65m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,300,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",5-6 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,301,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,302,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 80kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,303,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Caltabellotta,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,304,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,305,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,306,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 70kg, tattoo",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,307,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 80kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,308,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,309,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 65kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,310,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 60kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,311,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,312,female,NA,8,NA,NA,NA,NA,Sub-Saharan African,NA,"1.40m, 35kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,313,male,NA,25,NA,NA,NA,NA,Sub-Saharan African,NA,"1.75m, 75kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,314,male,NA,20,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
Agrigento 27,2013,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,2013,"sea, 1.5n.mi. from Lampedusa port",6-8 days,NA,NA,bodies retrieved from depth of up to 50m,shipwreck of 3/10/2013,drowning,NA,unidentified,NA,315,male,NA,18,NA,NA,NA,NA,Sub-Saharan African,NA,"1.70m, 70kg",NA
